,null_deg,60_deg,90_deg,180_deg,240_deg,labels
0,0.017497966340845408,0.32737076074892824,0.5202204032680291,0.5187615158690421,0.3957504740854042,R
1,0.34433898062265816,0.07165025214934727,0.468456657660973,0.40368894587838516,0.3081199187281915,R
2,0.9607462062119596,0.5760231491618008,0.8842344961065509,0.5987939114570505,0.6936900043005747,M
3,0.6583264306437662,0.833209868683253,0.5838111164105683,0.5390588887319347,0.7458074448670439,M
4,0.7851262264553069,0.9476273954985948,0.641048817131543,0.8594014920587956,0.6878670987671516,M
5,0.9478768513223002,0.7641221978677538,0.8968689752313681,0.6652637957690961,0.6014478331237173,M
6,0.936757023737222,0.8348561578919537,0.994239186562188,0.6606124957175242,0.6852745089132077,M
7,0.5330145210380268,0.49489855923987924,0.5130046340828518,0.7517958350431443,0.4761528148855074,M
8,0.656639929101384,0.7731291583128648,0.8127113949258827,0.47713207521886614,0.8481773521344795,M
9,0.09145892528230512,0.4478688087526281,0.21356124709721358,0.33961760271774416,0.4238030319915493,R
10,0.5096731173562702,0.5416737970674961,0.3835360625172995,0.11385176311313752,0.5494290324820672,R
11,0.9512668549270549,0.6776970094186378,0.5777767504301403,0.7113533885825067,0.5184389961226505,M
12,0.44123538540172036,0.7521882806694525,0.6725510106939838,0.4569765742511197,0.811752759407846,M
13,0.2438746365377035,0.5178256098708754,0.18865641461206048,0.5698588338600639,0.442680868948977,R
14,0.5058704942521444,0.3736898818188572,0.42058881348338006,0.13647197356310317,0.5241683757531341,R
15,0.8149850236347023,0.8843182776860361,0.6975925883176731,0.9661861095229722,0.9131449031332928,M
16,0.9727266291570367,0.7658848840302009,0.5314378422435067,0.46936723265393754,0.9380412805849287,M
17,0.2469488208619536,0.2676699937849223,0.16024252827400887,0.31398774789765327,0.536034261859827,R
18,0.9371273594212071,0.5151914258337321,0.6111289321102055,0.5527707368326716,0.994298275905819,M
19,0.9645849650849425,0.6721586649684972,0.9520879604180892,0.5172462743432694,0.9245654577908964,M
20,0.4239057562273382,0.9920032868999096,0.7421550398415766,0.7706341209179892,0.5385341687814822,M
21,0.4877018555520152,0.11098389981467868,0.2914330862789077,0.37242009784800945,0.47538881776388214,R
22,0.6922624620160369,0.8726940800895666,0.4943273760829371,0.6802339329832208,0.6461123433250152,M
23,0.7133678026939156,0.7445967140998822,0.8269173575408961,0.6880924790220913,0.8825154714240309,M
24,0.7826726791127447,0.6344771163405456,0.4699110039607769,0.6011713108012887,0.6912920674689034,M
25,0.0936399914174894,0.5727435757960437,0.5348847507488661,0.04394291260945929,0.5519781881513337,R
26,0.20881472390687295,0.18894365916929867,0.10852270763966351,0.47427527515588397,0.0766544346772822,R
27,0.8594849311279646,0.715738700619011,0.4389499876598093,0.6689753768591885,0.6301145820252236,M
28,0.6867099010942467,0.8466123123067789,0.6260456650253603,0.6036352825480886,0.9427042543994231,M
29,0.978387996334573,0.42655151626311455,0.7740440995952137,0.9110164352356434,0.5123380231472181,M
30,0.8169613572178508,0.4502449837284319,0.8360877321230836,0.8596972107665379,0.8604112741775067,M
31,0.906472864236282,0.8042457339538329,0.42116100474068024,0.520256986857796,0.5631360854021541,M
32,0.08476329012318798,0.30447736232410455,0.49420641089625983,0.4892889971030981,0.3311152613419523,R
33,0.3439783166552656,0.025442274941453083,0.08942699762970499,0.4084435874485861,0.35959052595167956,R
34,0.426691428196211,0.4710347021705567,0.5491103488069063,0.2368354698746037,0.37253116087267546,R
35,0.716533943447625,0.598327246788182,0.9477792944837502,0.8865583257097318,0.8543844920457571,M
36,0.06795712292767273,0.3427553903498559,0.012610774284199867,0.0757211109977057,0.11319519506430382,R
37,0.45098952678374654,0.5114040082718245,0.8843087130148126,0.7100453675894576,0.7523157780398912,M
38,0.4037487863708416,0.0884399571706221,0.43629363498532203,0.03225494537193388,0.34253757281248665,R
39,0.4473894510638042,0.7833208289466096,0.994710298270985,0.6930610703132589,0.6516962181433015,M
40,0.5565107554551275,0.6684537662590243,0.5420398336058267,0.614243626286676,0.4395097896061835,M
41,0.8928612606522379,0.6656852875744451,0.5000318558252329,0.7648112766190136,0.621798880674979,M
42,0.5689089953191351,0.7678669434182166,0.9450941769538956,0.523786213252097,0.5565365408669614,M
43,0.894802768158504,0.8824705814384501,0.8386918913526207,0.8952228200855626,0.8560345617697747,M
44,0.1817051099125253,0.03407072095868391,0.4918760932883784,0.2899326387672132,0.3196041959440032,R
45,0.941872570258121,0.4260308008557021,0.7380392212074083,0.8056947673978927,0.5006559817410663,M
46,0.5283062541283515,0.05892793487673737,0.4205602328963768,0.03553557221810576,0.03860188256024559,R
47,0.10056171859604046,0.536897362769872,0.11116020875546699,0.5121947477064231,0.3399659952507449,R
48,0.13720950139225158,0.22400259092151212,0.3038088072126611,0.22802397140808303,0.29086214583433456,R
49,0.7601042115499709,0.964489982009602,0.9394689157416825,0.6275001044542866,0.4488677031757494,M
50,0.6790253977738041,0.6119919633834938,0.5983202676803921,0.9207472317595826,0.8651468586340696,M
51,0.051348429935513216,0.44437743388670875,0.04132692505100159,0.4924044490876106,0.40854104852218276,R
52,0.8862913668615506,0.4325779011012237,0.9187973822250486,0.7868639664107153,0.5684403190179331,M
53,0.8064829049598647,0.8063133260077899,0.774523012854495,0.6494432476027091,0.959907504541448,M
54,0.7485954054357904,0.5452107605695509,0.5724560402660902,0.9687596765017741,0.8757578937342232,M
55,0.7736471920338645,0.6110327129509525,0.9456713734515183,0.8388162341909942,0.8546572592267371,M
56,0.4292149283040978,0.19626381400452755,0.3054436817014366,0.03256471271356564,0.5449036399859349,R

